id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
tm23825,Benji the Hunted,MOVIE,"Benji has become stranded on a remote island after a boating accident. He finds himself struggling to survive in the wilderness, avoiding close encounters with a wolf, a bear, and a territorial female cougar with her cub.",1987,G,88,"['action', 'family']",['US'],,tt0092638,6.2,3066,7.22,6.6,d
tm123092,Amy,MOVIE,A woman leaves her husband after the death of her child to teach deaf children how to speak. Her own child was deaf and although she has no formal training she successfully teaches one boy.,1981,G,100,"['drama', 'family']",['US'],,tt0082017,6.5,474,3.466,7.2,d
tm126783,One Magic Christmas,MOVIE,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",1985,G,105,"['fantasy', 'family']","['CA', 'US']",,tt0089731,6.4,3798,5.605,5.8,d
tm120517,The Christmas Star,MOVIE,"Horace McNickle (Edward Asner) is a two-time felon serving prison time for counterfeiting. On the week before Christmas, he escapes from prison dressed as Santa Claus due to his uncanny resemblence to St. Nick resulting from his long white beard and heavyset features. McNickle hides out from the police in a nearby suburban neighborhood where he is befriended and helped by two local children who think he is the real Santa Claus. McNickle takes advantage of the kids naive ness to help him get his counterfeit money hidden somewhere in a local department store while he develops kind-hearted feelings for his two con victims that make him slowly understand the true nature of Christmas.",1986,,94,"['drama', 'family']",['US'],,tt0090840,6.3,635,4.718,5.4,d
tm141214,Cheetah,MOVIE,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. However, when the animal is captured by poachers planning to race it against greyhounds, the two city kids, together with a young African goat herder they befriended, head off into the wild to rescue the cheetah.",1989,G,83,"['drama', 'family']",['US'],,tt0097053,5.9,1046,5.518,6.0,d
tm874,10 Things I Hate About You,MOVIE,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",1999,PG-13,97,"['drama', 'comedy', 'romance']",['US'],,tt0147800,7.3,329064,34.448,7.6,d
ts2431,Boy Meets World,SHOW,"The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.",1993,TV-G,23,"['comedy', 'drama', 'family', 'romance']",['US'],7.0,tt0105958,8.0,41639,13.801,8.4,d
tm18191,X-Men,MOVIE,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",2000,PG-13,104,"['action', 'scifi', 'european']",['US'],,tt10045060,7.4,598191,2.707,7.0,d
ts21709,Spider-Man,SHOW,"Bitten by a radioactive spider, Peter Parker develops spider-like superpowers. He uses these to fight crime while trying to balance it with the struggles of his personal life.",1994,TV-Y7,21,"['action', 'family', 'romance', 'crime', 'drama', 'fantasy', 'animation', 'scifi', 'thriller']",['US'],5.0,tt0112175,8.4,30818,54.932,8.3,d
tm189317,Rookie of the Year,MOVIE,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",1993,PG,103,"['comedy', 'family', 'fantasy', 'sport']",['US'],,tt0107985,6.0,27934,9.435,6.1,d
tm55150,The Straight Story,MOVIE,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",1999,G,112,['drama'],['US'],,tt0166896,8.0,89224,10.384,7.7,d
tm19613,Remember the Titans,MOVIE,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",2000,PG,113,"['drama', 'sport']",['US'],,tt0210945,7.8,211333,20.555,7.6,d
ts22158,X-Men,SHOW,"The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.",1992,TV-Y7,22,"['scifi', 'thriller', 'animation', 'action', 'family']",['US'],5.0,tt0103584,8.5,41799,47.725,8.2,d
ts8909,Dinosaurs,SHOW,"Dinosaurs follows the life of a family of dinosaurs, living in a modern world. They have TV's, fridges, microwaves, and every modern convenience.",1991,TV-G,24,"['scifi', 'family', 'fantasy', 'comedy']",['US'],4.0,tt0101081,7.5,18723,32.102,7.8,d
tm7861,While You Were Sleeping,MOVIE,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",1995,PG,103,"['romance', 'comedy', 'drama']",['US'],,tt0114924,6.7,100996,14.761,6.9,d
tm57184,The Parent Trap,MOVIE,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",1998,PG,128,"['comedy', 'family', 'drama', 'romance']",['US'],,tt0120783,6.6,133835,125.888,7.1,d
ts6600,Doug,SHOW,"Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.",1991,TV-Y7,24,"['animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8.0,tt0122815,7.4,18859,12.998,7.4,d
tm11036,Heavyweights,MOVIE,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",1995,PG,100,"['comedy', 'drama', 'family', 'sport']",['US'],,tt0110006,6.6,27654,8.76,6.2,d
tm9378,Mr. Holland's Opus,MOVIE,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",1995,PG,137,"['drama', 'music']",['US'],,tt0113862,7.3,38763,9.557,7.0,d
tm5330,The Rocketeer,MOVIE,"A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",1991,PG,108,"['scifi', 'family', 'action']",['US'],,tt0102803,6.5,57060,12.895,6.4,d
tm124857,Sister Act,MOVIE,"A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob.",1992,PG,100,"['comedy', 'music', 'crime', 'family']",['US'],,tt0105417,6.4,97058,15.808,6.8,d
tm190977,George of the Jungle,MOVIE,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",1997,PG,92,"['romance', 'action', 'comedy', 'family']",['US'],,tt0119190,5.5,76717,21.767,5.6,d
tm26792,The Emperor's New Groove,MOVIE,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",2000,G,78,"['fantasy', 'comedy', 'family', 'animation']",['US'],,tt0120917,7.4,198060,97.078,7.5,d
ts21697,Gargoyles,SHOW,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.",1994,TV-G,22,"['scifi', 'action', 'romance', 'thriller', 'animation', 'drama', 'family', 'fantasy', 'comedy', 'crime']","['JP', 'US']",3.0,tt0108783,8.1,16172,20.861,8.2,d
tm105031,James and the Giant Peach,MOVIE,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",1996,PG,79,"['fantasy', 'animation', 'family']",['US'],,tt0116683,6.7,65907,13.821,6.5,d
tm189771,Homeward Bound: The Incredible Journey,MOVIE,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",1993,G,84,"['family', 'action', 'comedy', 'drama']",['US'],,tt0107131,6.9,46012,16.861,6.9,d
tm4,Star Wars: Episode I - The Phantom Menace,MOVIE,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",1999,PG,136,"['scifi', 'action', 'fantasy']",['US'],,tt0120915,6.5,780489,46.244,6.5,d
tm57241,Never Been Kissed,MOVIE,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",1999,PG-13,107,"['romance', 'drama', 'comedy']",['US'],,tt0151738,6.0,89698,13.426,6.2,d
tm190696,Cool Runnings,MOVIE,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",1993,PG,98,"['comedy', 'history', 'sport', 'family', 'european']",['US'],,tt0106611,7.0,102372,16.444,7.0,d
tm185041,The Nightmare Before Christmas,MOVIE,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993,PG,76,"['fantasy', 'family', 'animation']",['US'],,tt0107688,7.9,326570,71.076,7.8,d
ts21037,X-Men: Evolution,SHOW,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.",2000,TV-Y7,22,"['action', 'scifi', 'fantasy', 'romance', 'thriller', 'animation', 'drama']",['US'],4.0,tt0247827,7.8,11779,29.332,8.0,d
tm124456,The Mighty Ducks,MOVIE,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",1992,PG,101,"['comedy', 'drama', 'sport', 'family']",['US'],,tt0104868,6.5,65487,11.975,6.6,d
tm14765,Toy Story,MOVIE,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995,G,81,"['comedy', 'family', 'fantasy', 'animation']",['US'],,tt0114709,8.3,963150,198.939,8.0,d
tm113629,The Lion King,MOVIE,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",1994,G,89,"['drama', 'family', 'animation']",['US'],,tt0110357,8.5,1023813,145.278,8.3,d
tm118953,Blank Check,MOVIE,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",1994,PG,93,"['comedy', 'family', 'crime']",['US'],,tt0109287,5.2,20489,12.034,5.8,d
tm127070,Newsies,MOVIE,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",1992,PG,121,"['drama', 'family', 'history']",['US'],,tt0104990,6.9,20651,11.179,6.6,d
ts21272,Recess,SHOW,"Six brave fourth-graders at Third Street School make it their mission to protect the other kids on the playground. Despite the rule of King Bob and his minions, who enforce his unwritten laws, T.J, Ashley, Vince, Gus, Gretchen and Mikey seek a rational balance between conformity and individuality.",1997,TV-G,16,"['comedy', 'animation', 'family']",['US'],6.0,tt0126170,7.9,25024,31.236,7.8,d
tm62982,A Bug's Life,MOVIE,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",1998,G,95,"['comedy', 'animation', 'family', 'fantasy']",['US'],,tt0120623,7.2,283444,89.895,7.0,d
tm123824,Aladdin,MOVIE,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",1992,G,90,"['fantasy', 'romance', 'animation', 'comedy', 'family']",['US'],,tt0103639,8.0,402918,71.983,7.6,d
tm191537,Hercules,MOVIE,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",1997,G,93,"['fantasy', 'romance', 'animation', 'comedy', 'family', 'european', 'action']",['US'],,tt0119282,7.3,224844,99.286,7.5,d
tm66175,Mulan,MOVIE,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",1998,G,88,"['animation', 'war', 'drama', 'comedy', 'family', 'fantasy']",['US'],,tt0120762,7.6,279567,127.78,7.9,d
tm103448,Muppet Treasure Island,MOVIE,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",1996,G,100,"['comedy', 'family', 'romance', 'action']","['US', 'GB']",,tt0117110,6.9,23917,17.373,6.5,d
tm6899,Wild Hearts Can't Be Broken,MOVIE,"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.",1991,G,88,"['drama', 'family', 'romance']",['US'],,tt0103262,7.1,5288,7.365,7.6,d
tm105016,Jack,MOVIE,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",1996,PG-13,113,"['comedy', 'drama', 'fantasy']",['US'],,tt0116669,5.8,59947,12.645,6.3,d
tm190043,Flubber,MOVIE,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",1997,PG,93,"['scifi', 'comedy', 'family']",['US'],,tt0119137,5.3,88814,18.724,5.6,d
tm10470,A Goofy Movie,MOVIE,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",1995,G,78,"['animation', 'comedy', 'family', 'romance']","['FR', 'US', 'AU', 'CA']",,tt0113198,6.9,52724,19.458,6.9,d
ts5504,Fantastic Four,SHOW,"When Reed Richards, Sue and Johnny Storm and pilot Ben Grimm take a premature space flight on a new shuttle, they find themselves massively bombarded with cosmic radiation. Barely managing to re-enter and land safely, the quartet find themselves forever transformed with superpowers. Deciding to use these new powers to help people, they form the Fantastic Four, a superhero team dedicated to the protection of Earth from menaces like the Latverian King Dr. Doom and Galactus, the planet consumer.",1994,TV-Y7,21,"['action', 'animation', 'scifi']",['US'],2.0,tt0187635,6.4,3479,16.157,6.6,d
ts20968,Spider-Man Unlimited,SHOW,Spider-Man travels to Counter-Earth to rescue a Terran shuttle crew trapped there and discovers a tyrannical & warped version of his world.,1999,TV-Y7,22,"['action', 'crime', 'family', 'scifi', 'thriller', 'animation']",['US'],1.0,tt0207120,6.3,3326,33.194,7.5,d
tm44033,Tarzan,MOVIE,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",1999,G,88,"['animation', 'comedy', 'drama', 'family', 'music', 'romance']",['US'],,tt0120855,7.3,220790,85.077,7.4,d
ts21059,The Incredible Hulk,SHOW,"The Incredible Hulk is an American animated television series starring the Marvel Comics character the Hulk. It ran two seasons, for 21 episodes, on the television network UPN from 1996 to 1997. Lou Ferrigno, who portrayed Universal's version of the Hulk on the 1970s live-action TV series, provided the Hulk's voice for the true version from Marvel.

The show often featured cameo appearances by characters from other Marvel cartoons of the period. In the second season, the show's format, after UPN decided that Season 1 was too dark, was changed, and to give ""female viewers a chance"", the network ordered that She-Hulk be made a regular co-star. As a result, the series was officially renamed The Incredible Hulk and She-Hulk. The second season also featured the Grey Hulk.",1996,TV-Y7,22,"['drama', 'action', 'fantasy', 'scifi', 'animation']",['US'],3.0,tt0115215,6.7,3280,15.591,6.0,d
tm190165,Hocus Pocus,MOVIE,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",1993,PG,96,"['fantasy', 'family', 'horror', 'comedy', 'european']",['US'],,tt0107120,6.9,120095,38.889,7.0,d
tm109272,Thumbelina,MOVIE,The tiny girl meets a fairy prince who saves her from the creatures of the woods.,1994,G,86,"['fantasy', 'family', 'romance', 'animation', 'european']",['US'],,tt0111419,6.2,16995,12.248,6.5,d
tm190870,Cinderella,MOVIE,"Cinderella chafes under the cruelty of her wicked stepmother and her evil stepsisters, until her Fairy Godmother steps in to change her life for one unforgettable night. At the ball, she falls for handsome Prince Christopher, whose parents, King Maximillian and Queen Constantina, are anxious for him to find a suitable paramour.",1997,G,88,"['fantasy', 'romance', 'family']",['US'],,tt0128996,6.6,8248,7.345,6.4,d
tm130837,Home Alone 2: Lost in New York,MOVIE,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",1992,PG,115,"['comedy', 'documentation', 'crime', 'family']",['US'],,tt0104431,6.8,344874,48.888,6.7,d
tm184147,Sister Act 2: Back in the Habit,MOVIE,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.",1993,PG,107,"['comedy', 'family', 'music']","['US', 'SK']",,tt0108147,5.6,53316,16.548,6.4,d
tm40070,Toy Story 2,MOVIE,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",1999,G,92,"['comedy', 'family', 'fantasy', 'animation']",['US'],,tt0120363,7.9,565964,153.833,7.6,d
tm9048,Beauty and the Beast,MOVIE,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991,G,84,"['fantasy', 'family', 'animation', 'scifi', 'drama', 'romance']",['US'],,tt0101414,7.4,27,100.202,7.7,d
tm119659,Camp Nowhere,MOVIE,"Morris ""Mud"" Himmel has a problem. His parents desperately want to send him away to summer camp. He hates going to summer camp, and would do anything to get out of it. Talking to his friends, he realizes that they are all facing the same sentence: a boring summer camp. Together with his friends, he hatches a plan to trick all the parents into sending them to a camp of their own design.",1994,PG,96,"['drama', 'comedy', 'family']",['US'],,tt0109369,6.0,9697,8.714,5.8,d
tm8912,The Big Green,MOVIE,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",1995,PG,99,"['action', 'comedy', 'family', 'sport']",['US'],,tt0112499,5.5,10102,6.573,5.6,d
tm20705,The Kid,MOVIE,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",2000,PG,104,"['fantasy', 'comedy', 'family']",['US'],,tt0219854,6.1,42054,10.584,6.5,d
ts21291,Pepper Ann,SHOW,"Pepper Ann is an American animated series created by Sue Rose and aired on first run syndication. It debuted on September 1, 1997, and ended on November 24, 2000.

Pepper Ann stars adolescents and charts their ups and downs at Hazelnut Middle School. It aired as part of the The Disney Afternoon block. The character originated in a comic strip published in YM magazine.",1997,TV-Y,15,"['family', 'animation', 'comedy']",['US'],5.0,tt0128890,7.1,3634,5.562,6.9,d
tm131129,The Muppet Christmas Carol,MOVIE,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and Future.",1992,G,85,"['fantasy', 'comedy', 'drama', 'family']","['US', 'GB']",,tt0104940,7.7,57493,15.064,7.4,d
ts22130,Rolie Polie Olie,SHOW,"Rolie Polie Olie was a children's television series produced by Nelvana, distributed by Disney, and created by William Joyce, Maggie Swanson, and Anne Wood. The show centers on a little roly pollie who is composed of several spheres and other three-dimensional geometric shapes. The show was one of the earliest series that was fully animated in CGI, and the first CGI animated preschool series.Rolie Polie Olie now airs in reruns on Disney Junior.

Rolie Polie Olie won a Gemini Award in Canada for ""Best Animated Program"" in 1999. The show also won a Daytime Emmy Award for ""Outstanding Special Class Animated Program"" in 2000 and 2005. William Joyce won a 1999 Daytime Emmy for Best Production Design for this series. The show has a vintage atmosphere reminiscent of the 1950s and early 1960s, with futuristic elements.",1998,TV-Y,21,"['animation', 'comedy', 'family', 'fantasy', 'scifi']","['FR', 'GB', 'US', 'CA']",6.0,tt0172049,6.3,2861,8.697,6.8,d
tm22497,Dinosaur,MOVIE,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,2000,PG,82,"['animation', 'drama', 'family', 'fantasy', 'thriller', 'comedy']",['US'],,tt0130623,6.4,59552,85.613,6.5,d
tm189664,Jungle 2 Jungle,MOVIE,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",1997,PG,97,"['comedy', 'family']",['US'],,tt0119432,5.1,24246,10.067,5.3,d
ts14804,Darkwing Duck,SHOW,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",1991,TV-G,22,"['action', 'animation', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],3.0,tt13457990,7.6,16104,14.306,7.4,d
tm62353,Fantasia 2000,MOVIE,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",1999,G,74,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],,tt0120910,7.1,38007,12.845,7.0,d
tm12122,Man of the House,MOVIE,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",1995,PG,96,"['action', 'family', 'comedy']",['US'],,tt0113755,5.2,9632,6.913,5.3,d
tm1695,101 Dalmatians,MOVIE,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",1996,G,103,"['comedy', 'crime', 'family']","['GB', 'US']",,tt0115433,5.7,110153,86.326,5.9,d
tm115014,The Santa Clause,MOVIE,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",1994,PG,97,"['comedy', 'drama', 'family', 'fantasy']",['US'],,tt0111070,6.5,113716,13.279,6.4,d
ts10198,Even Stevens,SHOW,"The Stevens are a middle-class family living in Sacramento, CA. Husband and father Steve is a successful attorney. Wife and mother Eileen is a state Senator. Their oldest child Donnie ia a high-school sports legend. Ren, an 8th-grader, is just about the perfect daughter. She makes the best grades, she's popular, she does volunteer work and other extracurricular tasks by the score. Her brother Louis, in the 7th grade, is her opposite. He likes to sleep late, he's messy, his grades are not good, he's frequently in detention and he seems to take nothing seriously. But he is serious about finding something of his own that he can do to put himself on a par with the rest of his overachieving family. Though he and Ren occasionally soften their attitudes toward each other, at any given moment the're likely to be fighting like mongoose and cobra.",2000,TV-G,22,"['comedy', 'family']",['US'],3.0,tt0465828,7.6,14537,11.61,7.5,d
tm108880,The Hunchback of Notre Dame,MOVIE,"At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",1996,G,91,"['animation', 'family', 'drama', 'romance']",['US'],,tt0116583,7.0,154010,40.722,7.1,d
ts21702,Iron Man,SHOW,Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.,1994,TV-Y7,22,"['action', 'scifi', 'family', 'animation']",['US'],2.0,tt0115218,6.6,3247,11.818,7.0,d
